Epoch,Loss,Accuracy,Val_Loss,Val_Accuracy
1,0.04852769039847565,0.23191020244537983,0.04988206093877206,25.19455252918288
2,0.03709940820496315,0.35598316295850874,0.040489991815173675,33.65758754863813
3,0.03078196332602349,0.44337542593706153,0.03610678017139435,41.05058365758755
4,0.02621270306102258,0.5129284425736621,0.03244170621907201,45.233463035019454
5,0.02188697846195315,0.5911004209260373,0.02933560088566769,49.31906614785992
6,0.018355275280467494,0.6576468230106234,0.027059237273402714,52.91828793774319
7,0.01574390870962336,0.712968530767689,0.025778216784566294,57.19844357976654
8,0.013769893398693984,0.7596712768089797,0.02567033550850612,57.39299610894942
9,0.01213848396111261,0.7899378632992584,0.02485391004772038,58.65758754863813
10,0.011228175369000047,0.8083784325516136,0.024903926983881552,60.11673151750973
11,0.010281048298455546,0.8360392864301464,0.02458685526356159,60.311284046692606
12,0.00999180610874273,0.8358388454600121,0.024398650147803562,59.92217898832685
13,0.00953472347578751,0.8400481058328322,0.024361798010679534,60.70038910505836
14,0.009220524824891402,0.8508719182200842,0.024365105169756405,59.92217898832685
15,0.009097119172414144,0.85347765083183,0.024327856238482062,60.89494163424124
16,0.009062169978794962,0.8526758869512928,0.02422606959533135,60.40856031128405
17,0.0089039808584612,0.8560833834435758,0.024382562256972613,59.63035019455253
18,0.00864937174508987,0.8695129284425737,0.02437000576740109,60.70038910505836
19,0.008810007696425086,0.8594908799358589,0.024302136689308553,59.72762645914397
20,0.008587613077578504,0.8620966125476047,0.024318151002032284,59.824902723735406
21,0.008636661852067974,0.8667067548606935,0.024258965010309035,60.40856031128405
22,0.00879908312917783,0.860292643816396,0.024212100423495593,60.797665369649806
23,0.008640137218621384,0.8679094006814992,0.024336331607302805,60.311284046692606
24,0.008572616995778775,0.8626979354580077,0.024285242802206182,60.60311284046693
25,0.008597377480856521,0.857486470234516,0.024373089959881186,60.311284046692606
26,0.008467305713723528,0.8673080777710964,0.024307452722050336,60.01945525291829
27,0.008660750718603252,0.8637001403086791,0.024409332627916152,60.505836575875485
28,0.008515349130253917,0.8689116055321707,0.024282338061453305,60.40856031128405
29,0.008655720888242189,0.864301463219082,0.024270539298827547,60.01945525291829
30,0.00856551901924751,0.8655041090398877,0.024336766755998367,60.70038910505836
31,0.008567029875728356,0.8691120465023051,0.024191552331011584,59.72762645914397
32,0.008614680515689968,0.865704550010022,0.024233173999341082,59.824902723735406
33,0.008708270906948045,0.8665063138905592,0.024249595658788422,60.40856031128405
34,0.00847408766258119,0.8685107235919022,0.02421354682181132,60.01945525291829
35,0.008666949297005965,0.8612948486670675,0.024236304141899954,60.70038910505836
36,0.008599076266995076,0.8679094006814992,0.024210245112964615,60.11673151750973
37,0.008547733944244676,0.8673080777710964,0.024299172749779104,60.505836575875485
38,0.00871306838791412,0.8606935257566647,0.02422296589218689,59.824902723735406
39,0.008521833294831959,0.8649027861294849,0.024309830848808882,59.63035019455253
40,0.008644309567650088,0.865704550010022,0.024276422039544072,59.92217898832685
41,0.008707684615399561,0.8626979354580077,0.02432099868931195,59.72762645914397
42,0.00864899839468914,0.862297053517739,0.02428456334984256,60.40856031128405
43,0.008480120216540904,0.862297053517739,0.024296096674663082,60.11673151750973
44,0.008711039106027232,0.8576869112046502,0.024285986874585948,59.63035019455253
45,0.00865160536613128,0.8618961715774704,0.024358983517620815,60.992217898832685
46,0.008654809047091483,0.8663058729204249,0.024380122786134134,60.70038910505836
47,0.008522574894173539,0.867708959711365,0.02427532100607913,60.40856031128405
48,0.00866125201767971,0.8689116055321707,0.024383262814482828,60.21400778210117
49,0.008789277173493615,0.8566847063539788,0.024263291739304242,60.505836575875485
50,0.008493261380051296,0.8715173381439166,0.024353260428061282,60.40856031128405
51,0.0085672034866515,0.8655041090398877,0.024260714360248254,60.505836575875485
52,0.008573369700054675,0.8669071958308279,0.02423870462040029,60.11673151750973
53,0.0085368183015654,0.8655041090398877,0.024271993582582658,60.89494163424124
54,0.008530885261914896,0.8723191020244538,0.024264425880018377,60.01945525291829
55,0.008674300381214495,0.865704550010022,0.024327269758927683,60.311284046692606
56,0.008434071100458254,0.8699138103828422,0.024379397151767047,60.21400778210117
57,0.008601571788862393,0.860893966726799,0.02423706850768991,60.11673151750973
58,0.008676271701198371,0.8637001403086791,0.024280101669669617,60.21400778210117
59,0.008826609411944988,0.8576869112046502,0.024321659616691128,60.21400778210117
60,0.008711123566848286,0.858889557025456,0.024261118460026234,60.40856031128405
61,0.00853568965434359,0.8651032270996192,0.0243437044931293,59.72762645914397
62,0.008741747427378562,0.8572860292643817,0.024312048077815236,60.01945525291829
63,0.008660405892173139,0.860292643816396,0.02421001365212615,59.824902723735406
64,0.008563496822057828,0.8626979354580077,0.02438592986142125,60.60311284046693
65,0.00881473502933107,0.8620966125476047,0.02428254789531463,60.60311284046693
66,0.008557351874693479,0.8655041090398877,0.024346261172906898,60.797665369649806
67,0.008572709001264727,0.8626979354580077,0.024319990483703317,60.01945525291829
68,0.008630518780416036,0.8610944076969332,0.024233445670122304,60.70038910505836
69,0.008609200890686928,0.862297053517739,0.02420931616761805,61.478599221789885
70,0.008642450175129547,0.8647023451593505,0.024309192563077356,60.40856031128405
71,0.008700334815516408,0.854078973742233,0.02437767708231967,60.505836575875485
72,0.008730619004838906,0.8598917618761275,0.02427476603929171,60.11673151750973
73,0.008668435237574467,0.8572860292643817,0.024260182527948447,60.89494163424124
74,0.008606192624313268,0.8685107235919022,0.024251985062884913,60.11673151750973
75,0.008630150137217161,0.8723191020244538,0.024224323173441312,60.60311284046693
76,0.008705046043579506,0.8624974944878733,0.024360110468669625,60.89494163424124
77,0.008725196057413499,0.8669071958308279,0.024283559927680613,59.824902723735406
78,0.008592276636262436,0.8667067548606935,0.024296497208598986,59.92217898832685
79,0.008612158703980835,0.8671076368009621,0.024205836601526358,59.92217898832685
80,0.008784932211134041,0.8596913209059932,0.02433202366420731,60.21400778210117
81,0.00868650441729824,0.8647023451593505,0.02436201584594259,60.11673151750973
82,0.008655051886139329,0.8616957306073362,0.02427031981110109,60.992217898832685
83,0.008715727293890401,0.8596913209059932,0.024258364963160414,60.797665369649806
84,0.0084466761327932,0.8683102826217679,0.02422316160763284,60.797665369649806
85,0.008571852989439546,0.8630988173982762,0.024247452355776314,60.40856031128405
86,0.00877449292175085,0.8552816195630387,0.024219036827059573,60.70038910505836
87,0.008529419344875085,0.8673080777710964,0.02428025987129731,60.21400778210117
88,0.008606896356963805,0.8661054319502907,0.02427823600949944,60.311284046692606
89,0.008690341611165612,0.8606935257566647,0.02425588968894825,60.60311284046693
90,0.008550106672658594,0.8707155742633794,0.02422971223346918,60.21400778210117
91,0.008533955868845068,0.8661054319502907,0.024271644419965113,60.40856031128405
92,0.008733546615578795,0.8626979354580077,0.024254841070462756,60.311284046692606
93,0.008611911324992116,0.8671076368009621,0.024212443121212467,60.40856031128405
94,0.008647157090248816,0.864301463219082,0.02430952009871776,60.70038910505836
95,0.008603352807666812,0.8645019041892162,0.024251057567067646,60.11673151750973
96,0.008581095777405696,0.8634996993385448,0.024276034232475416,60.70038910505836
97,0.008532095992462409,0.8645019041892162,0.02431430702427482,60.40856031128405
98,0.008507734783237218,0.871116456203648,0.024289930898855634,59.53307392996109
99,0.008641262896960808,0.8620966125476047,0.024277222469622987,59.92217898832685
100,0.008668032747921663,0.8598917618761275,0.024333762084695617,60.11673151750973
101,0.008615934142705122,0.8639005812788134,0.024295988916654996,59.63035019455253
102,0.008645753023929791,0.8671076368009621,0.024266385266753024,60.70038910505836
103,0.008770745361847685,0.8560833834435758,0.024329193864119192,60.311284046692606
104,0.008617634446139708,0.8598917618761275,0.024308220827625883,60.505836575875485
105,0.008687865551307985,0.8604930847865304,0.024384868516068515,60.21400778210117
106,0.008518733524755285,0.871116456203648,0.024217023256919726,60.505836575875485
107,0.008776810824405122,0.8600922028462618,0.024300524493831605,60.60311284046693
108,0.008577897191931761,0.8661054319502907,0.024243888369098247,60.01945525291829
109,0.008817539362755441,0.8594908799358589,0.024340214345473725,60.40856031128405
110,0.008526001928277474,0.8630988173982762,0.024246511640251843,60.40856031128405
111,0.008674227533084305,0.8637001403086791,0.024247302822333828,60.11673151750973
112,0.008608273291162509,0.8681098416516336,0.02428864090475127,60.21400778210117
113,0.008546046131621098,0.8689116055321707,0.024254194319480123,60.40856031128405
114,0.008637423642199224,0.8634996993385448,0.024261009136526502,60.311284046692606
115,0.00857965842017814,0.8671076368009621,0.024301094970582523,60.311284046692606
116,0.008629958939996744,0.8628983764281419,0.02428186751525226,60.311284046692606
117,0.00891013854155442,0.8618961715774704,0.024296484800628185,60.797665369649806
118,0.008696780143364275,0.860893966726799,0.024333928809555587,60.70038910505836
119,0.008521223096910616,0.8624974944878733,0.024268365091850784,59.824902723735406
120,0.008630727916376509,0.8661054319502907,0.02429961668262222,60.70038910505836
121,0.008609896535074383,0.8655041090398877,0.02426421740871459,59.63035019455253
